"","ID","TDU","REP","PRODUCT","KWH500","KWH1000","KWH2000","RATE_TYPE","RENEWABLE","TERM_LENGTH","PREPAID","TOU","PROMOTION","FACTS_URL"
"695","246","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","TXU Energy MarketEdge",14.8,13.8,13.2,"否",6,0,"老客户","否","散客","http://www.txu.com/~/media/Files/Marketing/Residential/EFLs/CPXMKTEDNS00AH_ENG.pdf"
"696","250","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","Autopay E-Plan",12.9,10.3,10,"是",16,12,"老客户","否","散客","http://www.yeptexas.com/Docs/yep-efl-fixed-12-nongreen.pdf"
"697","252","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","AutoPay E-Plan",16.2,13.6,13.3,"否",16,1,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-flex-pr-nongreen.pdf"
"698","253","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","Green Earth Autopay E-plan ",13.2,10.6,10.3,"是",100,12,"老客户","否","散客","http://www.yeptexas.com/Docs/yep-efl-fixed-12-green.pdf"
"699","619","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","特惠","Residential Electricity... Plain and simple.",14.4,13.1,12.4,"否",8,0,"老客户","否","散客","https://neccoopenergy.com/residential-service/residential-prices/centerpoint-residential-prices-fact-sheet/"
"700","961","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","3 Month Fixed Rate AutoPay E-Plan",16,13.4,13.1,"是",16,3,"老客户","否","散客","http://www.yeptexas.com/Docs/yep-efl-fixed-3-nongreen.pdf"
"701","968","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","6 Month Fixed Rate Autopay E-Plan",13.8,11.2,10.9,"是",16,6,"老客户","否","散客","http://www.yeptexas.com/Docs/yep-efl-fixed-6-nongreen.pdf"
"702","1303","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","Spirit Of Texas AutoPay E-Plan",12.8,10.2,9.9,"是",16,12,"老客户","否","散客","http://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen.pdf"
"703","1308","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","Healthy Heart Of Texas AutoPay E-Plan",13.1,10.5,10.2,"是",100,12,"老客户","否","散客","http://www.southwestpl.com/Docs/swpl-efl-fixed-12-green.pdf"
"704","1530","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","时效","Fantastic Fixed 6",14.3,13.2,12.7,"是",14,6,"老客户","否","散客","http://www.bounceenergy.com/efls/fantasticfixed6-071018.pdf"
"705","1824","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","Texas Independence AutoPay E-Plan",16.1,13.5,13.2,"否",16,1,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen.pdf"
"706","1888","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","3 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",15.9,13.3,13,"是",16,3,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen.pdf"
"707","1893","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","6 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",13.7,11.1,10.8,"是",16,6,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-6-nongreen.pdf"
"708","1950","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","时效","Tremendous 24",13.2,12.1,11.6,"是",14,24,"老客户","否","散客","http://www.bounceenergy.com/efls/tremendous24-071018.pdf"
"709","1956","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","时效","Terrific 12",13.5,12.4,11.9,"是",14,12,"老客户","否","散客","http://www.bounceenergy.com/efls/terrific12-071018.pdf"
"710","1998","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","Healthy Heart Of Texas AutoPay E-Plan",13,10.4,10.1,"是",100,24,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-green.pdf"
"711","1986","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","Spirit Of Texas AutoPay E-Plan",12.7,10.1,9.8,"是",16,24,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen.pdf"
"712","2027","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","Autopay E-Plan ",12.8,10.2,9.9,"是",16,24,"老客户","否","散客","http://www.yeptexas.com/Docs/yep-efl-fixed-24-nongreen.pdf"
"713","2499","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","Plant-A-Tree AutoPay E-Plan",13,10.4,10.1,"是",16,12,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen-tree.pdf"
"714","2940","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","冷运","Fixed rate for 12 billing cycle(s).",12,10.6,10.6,"是",15,12,"老客户","否","散客","https://enrollment.igsenergy.com/api/Web/FactsLabel/ETCNP12FIXED09PP00RPROMO1"
"715","2941","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","冷运","Fixed rate for 12 billing cycle(s).",12.2,10.8,10.8,"是",100,12,"老客户","否","散客","https://enrollment.igsenergy.com/api/Web/FactsLabel/ETCNP12FIXED09PP00RGGTXPROMO1"
"716","3057","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","Eagle 12",11.3,10.8,10.5,"是",6,12,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-12mo.pdf"
"717","3072","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","Green Eagle 36",11.3,10.8,10.5,"是",100,36,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-G-36mo.pdf"
"718","3085","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","Green Eagle 12",11.6,11.1,10.8,"是",100,12,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-G-12mo.pdf"
"719","3104","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","Green Earth Autopay E-plan ",13.1,10.5,10.2,"是",100,24,"老客户","否","散客","http://www.yeptexas.com/Docs/yep-efl-fixed-24-green.pdf"
"720","3128","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","Eagle 12",11.3,10.8,10.5,"是",6,12,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-12mo-SPAN.pdf"
"721","3139","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","Green Eagle 36",11.3,10.8,10.5,"是",100,36,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-G-36mo-SPAN.pdf"
"722","3145","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","Green Eagle 12",11.6,11.1,10.8,"是",100,12,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-G-12mo-SPAN.pdf"
"723","3199","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","Eagle 36",11,10.5,10.2,"是",6,36,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-36mo.pdf"
"724","3204","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","Eagle 36",11,10.5,10.2,"是",6,36,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-36mo-SPAN.pdf"
"725","3557","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","AutoPay E-Plan de Sembrar-Un-Arbol",13,10.4,10.1,"是",16,12,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen-tree-spanish.pdf"
"726","3603","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","AutoPay E-Plan Healthy Heart of Texas",13,10.4,10.1,"是",100,24,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-green-spanish.pdf"
"727","3615","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","AutoPay E-Plan Spirit of Texas",12.7,10.1,9.8,"是",16,24,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen-spanish.pdf"
"728","3621","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","6 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",13.7,11.1,10.8,"是",16,6,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-6-nongreen-spanish.pdf"
"729","3627","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","3 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",15.9,13.3,13,"是",16,3,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen-spanish.pdf"
"730","3637","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","AutoPay E-Plan Spirit of Texas",16.1,13.5,13.2,"否",16,1,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen-spanish.pdf"
"731","3647","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","AutoPay E-Plan Healthy Heart of Texas",13.1,10.5,10.2,"是",100,12,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-12-green-spanish.pdf"
"732","4118","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","Autopay E-Plan ",12.7,10.1,9.8,"是",16,36,"老客户","否","散客","http://www.yeptexas.com/Docs/yep-efl-fixed-36-nongreen.pdf"
"733","3652","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","Spirit of Texas AutoPay E-Plan",12.8,10.2,9.9,"是",16,12,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen-spanish.pdf"
"734","4138","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","Operation USO AutoPay E-plan",13.1,10.5,10.2,"是",16,12,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-fixed-12-nongreen-uso.pdf"
"735","4156","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","Spirit Of Texas AutoPay E-Plan",12.6,10,9.7,"是",16,36,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-36-nongreen.pdf"
"736","4176","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","AutoPay E-Plan Spirit of Texas ",12.6,10,9.7,"是",16,36,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-36-nongreen-spanish.pdf"
"737","4185","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","TXU Energy MarketEdge",14.8,13.8,13.2,"否",6,0,"老客户","否","散客","http://www.txu.com/~/media/Files/Marketing/Residential/EFLs/CPXMKTEDNS00AH_SPA.pdf"
"738","4321","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","Operation USO AutoPay E-Plan ",13,10.4,10.1,"是",16,24,"老客户","否","月结","https://www.yeptexas.com/Docs/yep-efl-fixed-24-nongreen-uso.pdf"
"739","4368","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Entrust 12",11,9.9,9.4,"是",17,12,"老客户","否","散客","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN2F12D0DG003_20180809_eng_7860fff6-f414-4f42-a9ca-c5356fa17449.pdf"
"740","4370","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Texas Refresh 12",11,10,9.5,"是",100,12,"老客户","否","散客","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXY2F12D0DG003_20180809_eng_168efd36-54ff-4c84-8109-e023dd2fa316.pdf"
"741","4498","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","电商","Affordable Saver 12",11.9,10.1,10.1,"是",12,12,"老客户","否","散客","https://enroll.apge.com/Offer/getDocument?documentId=10&offerCode=CTP_RES_12_FIXED_WEB"
"742","4534","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Platinum Power As You Go",13.2,12.1,11.5,"否",0,1,"新客户","否","散客","http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=PLAT_PAYG"
"743","4756","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","TXU Energy FlexPower",15.4,14.4,13.9,"否",6,0,"新客户","否","散客","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=CPXPREPA0000AH&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_CENTERP"
"744","4757","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","TXU Energy FlexPower",15.4,14.4,13.9,"否",6,0,"新客户","否","散客","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=CPXPREPA0000AH&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_CENTERP"
"745","4805","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","特惠","Wise Buy 12",14,11.5,11.2,"是",11,12,"老客户","否","散客","https://www.pennywisepower.com/files/09017518816576ec.pdf"
"746","5096","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","时效","Fast Fixed 4",15.6,14.5,14,"是",14,4,"老客户","否","散客","http://www.bounceenergy.com/efls/fastfixed4-071018.pdf"
"747","7480","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","电商","Constellation AdvancePay",10.7,10.7,10.7,"否",9,1,"新客户","否","散客","http://www.constellation.com/documents/cpt-spanish-efl.pdf"
"748","5505","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","12 Months Texas Summer Savings Product",12.9,10.4,10.1,"是",11,12,"老客户","否","散客","https://www.summerenergy.com/PDF/EFL12MPTCSUMRES4M9ALL080918.pdf"
"749","5506","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","3 Months Texas Summer Savings Product",12.3,9.8,9.6,"是",11,3,"老客户","否","散客","https://www.summerenergy.com/PDF/EFL3MPTCSUMRES4M9ALL080918.pdf"
"750","5507","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","6 Months Texas Summer Savings Product",11.9,9.5,9.2,"是",11,6,"老客户","否","散客","https://www.summerenergy.com/PDF/EFL6MPTCSUMRES4M9ALL080918.pdf"
"751","5508","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","9 Months Texas Summer Savings Product",11.8,9.3,9.1,"是",11,9,"老客户","否","散客","https://www.summerenergy.com/PDF/EFL9MPTCSUMRES4M9ALL080918.pdf"
"752","7570","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","时效","Champ Saver-9",10.1,9.5,9.3,"是",13,9,"老客户","否","散客","https://www.championenergyservices.com/register/efl.aspx?rateID=125&term=9125"
"753","7786","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","电商","DollarSave Pre-Paid ",10.4,10.4,10.4,"否",0,0,"新客户","否","散客","http://hinoelectric.com/pdf/1403901857.pdf"
"754","8779","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","New Friends 24 Month Plan",15.1,12.3,12.1,"是",19,24,"老客户","否","散客","https://mystream.com/~/media/Files/PDFs_PowerPoints/Enroll/texas/TX_RFRBFF24R/CENTERPOINT.pdf?la=es"
"755","8772","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","New Friends 24 Month Plan",15.1,12.3,12.1,"是",19,24,"老客户","否","散客","https://mystream.com/~/media/Files/PDFs_PowerPoints/Enroll/texas/TX_RFRBFF24R/CENTERPOINT.pdf?la=en"
"756","8872","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","SMART Energy 12",12.1,11.6,11.3,"是",6,12,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-WBH-12mo.pdf"
"757","8874","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","SMART Energy 36",11.4,10.9,10.6,"是",6,36,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-WBH-36mo.pdf"
"758","8922","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","SMART Eagle 36",11.4,10.9,10.6,"是",6,36,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-WBH-36mo-span.pdf"
"759","8916","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","同城配","SMART Eagle 12",12.1,11.6,11.3,"是",6,12,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-WBH-12mo-span.pdf"
"760","9635","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Entrust 24",13.2,12.1,11.6,"是",17,24,"老客户","否","散客","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN2F24A0AQ003_20180709_eng_d76b5771-2a13-4320-98a6-9ee180c54891.pdf"
"761","9641","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Texas Refresh 24",13.7,12.6,12.1,"是",100,24,"老客户","否","散客","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXY2F24A0AQ003_20180709_eng_0a23556b-4511-422e-a750-2f58bf6da6e2.pdf"
"762","9657","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","TRUE FIXED - NO GIMMICKS - 12",9.9,9.9,9.9,"是",19,12,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27877"
"763","9697","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","TRUE FIXED - NO GIMMICKS - 18",9.9,9.9,9.9,"是",19,18,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27878"
"764","9708","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","TRUE FIXED - NO GIMMICKS - 24",10,10,10,"是",19,24,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27749"
"765","10213","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Green Texas 12",13.3,12.2,11.7,"是",100,12,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDCRXXX2148_ENG_20180807.PDF"
"766","10221","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","Green Price Protect 12",12.7,10.4,10.1,"是",100,12,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/20758/EFL/ptc/CPE/Electric/77042"
"767","10258","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","时效","Value Saver 12",14.9,10.3,12,"是",6,12,"老客户","否","散客","https://www.4changeenergy.com/Docs/efl_valsva12fac_c.pdf"
"768","10279","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","冷运","Pollution Free Conserve 12 Choice",11.2,9.6,11.6,"是",100,12,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ec3cb.pdf"
"769","10336","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","特惠","#Apartment12",8.4,11.4,12.9,"是",19,12,"老客户","否","散客","https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/CNP_Apartment12_PTC_08142018.pdf"
"770","9852","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Prime Plus - 18",14.1,5,9,"是",19,18,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28205"
"771","9883","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","Sure Saver 6",16.1,9.6,12.3,"是",12,6,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21276/EFL/ptc/CPE/Electric/77042"
"772","9885","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Prime Plus - 24",14.2,5.1,9.1,"是",19,24,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28007"
"773","9760","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","时效","Amazing 18",13.6,12.5,12,"是",14,18,"老客户","否","散客","http://www.bounceenergy.com/efls/amazing18-071018.pdf"
"774","9887","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Prime Plus - 12",14.1,5,9,"是",19,12,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28005"
"775","9917","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","Sure Saver 12",15.2,8.7,11.4,"是",12,12,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21277/EFL/ptc/CPE/Electric/77042"
"776","10001","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","Price Protect 6",12.3,9.9,9.6,"是",12,6,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/20764/EFL/ptc-all/CPE/Electric/77042"
"777","10666","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Premier - 12",7.4,10.9,12.7,"是",19,12,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27722"
"778","10759","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","电商","Smart Lock 12",15.1,13.6,12.3,"是",11,12,"老客户","否","散客","https://signup.cirroenergy.com/files/090175188169ea5f.pdf"
"779","10760","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","电商","Smart Lock 24",14.7,13.2,11.9,"是",11,24,"老客户","否","散客","https://signup.cirroenergy.com/files/090175188169ea65.pdf"
"780","11034","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Veteran and Active Military 12",12.5,11.4,10.9,"是",14,12,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDCRXXX2124_ENG_20180807.PDF"
"781","11040","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Veteran and Active Military 24",12.4,11.3,10.8,"是",14,24,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDCRXXX2125_ENG_20180807.PDF"
"782","10615","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","时效","Free Time-12",12.2,11.6,11.4,"是",12,12,"老客户","是","散客","https://www.championenergyservices.com/register/efl.aspx?planname=PN2388"
"783","10434","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","Power Me Pronto - PTC Offer",12.8,11.8,11.3,"否",11,1,"新客户","否","散客","http://powermepronto.com/PDF/PowerMeProntoPowerToChoosePlanCNP.pdf"
